zip,internet_adoption_rate,median_income,total_population,pct_seniors,pct_under18,poverty_rate,pct_white,pct_black,pct_hispanic,pct_bachelor_plus,acs_year,avg_household_size,city,state,NAME,area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,fcc_10mbps_coverage,fcc_25mbps_coverage,fcc_100mbps_coverage,fcc_250mbps_coverage,fcc_gigabit_coverage,cluster,lime_top_features,MSA,County
94565,0.7671645790073012,92399,100826,0.12114930672643962,0.23366988673556424,0.10932839555600041,0.2631860829547934,0.14046972011187592,0.48403189653462403,0.1316227957074564,2022,3.36,PITTSBURG,CA,"pittsburg, california",Total,Census Place,657456,Pittsburg,"Pittsburg city, CA",27156,R,Any Technology,1.0,1.0,1.0,1.0,0.9992,0.8184,0,"% Hispanic: 48%, % Bachelor Plus: 13%, Avg Household Size: 3.4",San Francisco,Contra Costa County
94566,0.8904741137623824,187357,45145,0.173972754457858,0.22952707941078745,0.04356625005559756,0.5049285635175546,0.008217964337135895,0.11361169564735851,0.4534499944622882,2022,2.79,PLEASANTON,CA,"pleasanton, california",Total,Census Place,657792,Pleasanton,"Pleasanton city, CA",37277,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8465,1,"Median Income: $187,357, % Hispanic: 11%, % Bachelor Plus: 45%",San Francisco,Alameda County
94568,0.9142178688037993,191039,71068,0.09576743400686666,0.2605814149828333,0.03910244408278484,0.2965188270388923,0.042733719817639446,0.1006219395508527,0.4517222941408229,2022,2.94,DUBLIN,CA,"dublin, california",Total,Census Place,620018,Dublin,"Dublin city, CA",25397,R,Any Technology,1.0,1.0,1.0,1.0,0.9997,0.9378,1,"Avg Household Size: 2.9, % Hispanic: 10%, % White: 30%",San Francisco,Alameda County
94571,0.7688131785847997,80962,10514,0.49657599391287804,0.07057256990679095,0.09254327563249001,0.7163781624500666,0.10956819478790185,0.2197070572569907,0.3032147612706867,2022,1.97,RIO VISTA,CA,"rio vista, california",Total,Census Place,660984,Rio Vista,"Rio Vista city, CA",5658,R,Any Technology,1.0,1.0,1.0,1.0,0.9772,0.7879,1,"Avg Household Size: 2.0, % Black: 11%, Median Income: $80,962",San Francisco,Solano County
94577,0.7881203548309758,106695,47937,0.17078665748795294,0.17802532490560527,0.07177607885259367,0.32849364791288566,0.13453073826063375,0.2900056323925152,0.26276154118947787,2022,2.85,SAN LEANDRO,CA,"san leandro, california",Total,Census Place,668084,San Leandro,"San Leandro city, CA",36067,R,Any Technology,1.0,1.0,1.0,1.0,0.9973,0.8255,0,"% Hispanic: 29%, % Bachelor Plus: 26%, % Black: 13%",San Francisco,Alameda County
94578,0.7725634371395617,87120,42350,0.13518299881936247,0.20101534828807557,0.12276924549064638,0.22857142857142856,0.18309327036599765,0.33638724911452184,0.17952774498229043,2022,2.99,SAN LEANDRO,CA,"san leandro, california",Total,Census Place,668084,San Leandro,"San Leandro city, CA",36067,R,Any Technology,1.0,1.0,1.0,1.0,0.9973,0.8255,0,"% Bachelor Plus: 18%, % Hispanic: 34%, Avg Household Size: 3.0",San Francisco,Alameda County
94579,0.7130065260282289,95398,20272,0.20244672454617205,0.15232833464877663,0.08557046979865772,0.26302288871349644,0.028758879242304657,0.20945146014206786,0.21265785319652722,2022,3.07,SAN LEANDRO,CA,"san leandro, california",Total,Census Place,668084,San Leandro,"San Leandro city, CA",36067,R,Any Technology,1.0,1.0,1.0,1.0,0.9973,0.8255,0,"% Bachelor Plus: 21%, Avg Household Size: 3.1, % White: 26%",San Francisco,Alameda County
94582,0.9331438457736035,202775,47338,0.08601968819975496,0.2832185559170223,0.0507428619734979,0.27702902530736406,0.03709493430225189,0.06337403354598842,0.47070007182390466,2022,2.92,SAN RAMON,CA,"san ramon, california",Total,Census Place,668378,San Ramon,"San Ramon city, CA",28772,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9462,1,"% White: 28%, % Hispanic: 6%, Median Income: $202,775",San Francisco,Contra Costa County
94583,0.9001969796454367,178212,39758,0.14580713315559132,0.2561748578902359,0.03192590162279484,0.49172493586196486,0.015745258815835807,0.10523668192565018,0.40120227375622514,2022,2.89,SAN RAMON,CA,"san ramon, california",Total,Census Place,668378,San Ramon,"San Ramon city, CA",28772,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9462,1,"Median Income: $178,212, % Hispanic: 11%, % Bachelor Plus: 40%",San Francisco,Contra Costa County
94588,0.9192157500813537,177016,35162,0.13790455605483193,0.23855298333428132,0.06321364503545089,0.40267902849667253,0.026676525794892214,0.11293441783743814,0.45011660315112906,2022,2.85,PLEASANTON,CA,"pleasanton, california",Total,Census Place,657792,Pleasanton,"Pleasanton city, CA",37277,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8465,1,"% Bachelor Plus: 45%, % Hispanic: 11%, % Black: 3%",San Francisco,Alameda County
94589,0.7034128978224455,85373,29959,0.18295003171000368,0.21903267799325746,0.0822342637085506,0.26936813645315266,0.18698888480923928,0.3582229046363363,0.1485363329884175,2022,3.04,VALLEJO,CA,"vallejo, california",Total,Census Place,681666,Vallejo,"Vallejo city, CA",49161,R,Any Technology,1.0,1.0,1.0,1.0,0.9979,0.77,0,"% Hispanic: 36%, % Bachelor Plus: 15%, Avg Household Size: 3.0",San Francisco,Solano County
94590,0.7006340579710145,65340,37991,0.15224658471743308,0.19004501066041957,0.18801858167073923,0.3544523702982285,0.22242109973414756,0.349319575688979,0.15745834539759418,2022,2.41,VALLEJO,CA,"vallejo, california",Total,Census Place,681666,Vallejo,"Vallejo city, CA",49161,R,Any Technology,1.0,1.0,1.0,1.0,0.9979,0.77,0,"% Hispanic: 35%, % Bachelor Plus: 16%, % Black: 22%",San Francisco,Solano County
94591,0.8110120555161584,104567,59026,0.17395723918273304,0.20243621454952054,0.09040423828424442,0.27950394741300444,0.15584657608511504,0.2274590858265849,0.21390573645512148,2022,2.96,VALLEJO,CA,"vallejo, california",Total,Census Place,681666,Vallejo,"Vallejo city, CA",49161,R,Any Technology,1.0,1.0,1.0,1.0,0.9979,0.77,0,"% Bachelor Plus: 21%, Avg Household Size: 3.0, % Black: 16%",San Francisco,Solano County
94592,0.9715639810426541,149583,1020,0.15,0.07352941176470588,0.10980392156862745,0.3892156862745098,0.0803921568627451,0.23627450980392156,0.25882352941176473,2022,2.42,VALLEJO,CA,"vallejo, california",Total,Census Place,681666,Vallejo,"Vallejo city, CA",49161,R,Any Technology,1.0,1.0,1.0,1.0,0.9979,0.77,1,"% Bachelor Plus: 26%, % Black: 8%, Poverty Rate: 11%",San Francisco,Solano County
94595,0.798977675777175,91734,17341,0.5717663341214463,0.10662591546046941,0.039098190447938296,0.752955423562655,0.02070238163889049,0.07167983391961248,0.5274782307825385,2022,1.75,WALNUT CREEK,CA,"walnut creek, california",Total,Census Place,683346,Walnut Creek,"Walnut Creek city, CA",38141,R,Any Technology,1.0,1.0,1.0,1.0,0.9995,0.9819,1,"% Bachelor Plus: 53%, % Hispanic: 7%, Avg Household Size: 1.8",San Francisco,Contra Costa County
94596,0.8666418327435277,135422,23795,0.1712544652237865,0.1585206976255516,0.05954687105196665,0.7134271905862576,0.023072073965118723,0.09535616726202983,0.4801428871611683,2022,2.21,WALNUT CREEK,CA,"walnut creek, california",Total,Census Place,683346,Walnut Creek,"Walnut Creek city, CA",38141,R,Any Technology,1.0,1.0,1.0,1.0,0.9995,0.9819,1,"% Bachelor Plus: 48%, % Hispanic: 10%, Avg Household Size: 2.2",San Francisco,Contra Costa County
94597,0.8928070339537929,135960,23654,0.17037287562357317,0.16762492601674137,0.07107395934993847,0.5790563963811618,0.04303711845776613,0.15274372199205208,0.4610213917307855,2022,2.2,WALNUT CREEK,CA,"walnut creek, california",Total,Census Place,683346,Walnut Creek,"Walnut Creek city, CA",38141,R,Any Technology,1.0,1.0,1.0,1.0,0.9995,0.9819,1,"Avg Household Size: 2.2, % Bachelor Plus: 46%, % Hispanic: 15%",San Francisco,Contra Costa County
94598,0.8792492578760892,185995,26346,0.23908752751840887,0.19160403856372885,0.048318113512888686,0.6548622181735367,0.024026417672511957,0.10244439383587642,0.49567296743338646,2022,2.47,WALNUT CREEK,CA,"walnut creek, california",Total,Census Place,683346,Walnut Creek,"Walnut Creek city, CA",38141,R,Any Technology,1.0,1.0,1.0,1.0,0.9995,0.9819,1,"% Bachelor Plus: 50%, % Hispanic: 10%, Median Income: $185,995",San Francisco,Contra Costa County
94599,0.6557805355976486,75245,3428,0.501458576429405,0.05280046674445741,0.10528120713305898,0.8051341890315052,0.030921820303383897,0.19953325554259044,0.2847141190198366,2022,1.75,YOUNTVILLE,CA,"yountville, california",Total,Census Place,686930,Yountville,"Yountville city, CA",1290,R,Any Technology,1.0,1.0,1.0,1.0,0.9984,0.0,1,"Avg Household Size: 1.8, Median Income: $75,245, % White: 81%",San Francisco,Napa County
94601,0.6787742619983773,62825,52102,0.11861348892556908,0.22718897547119113,0.18723008695315374,0.16659629188898697,0.15985950635292312,0.4841656750220721,0.15329545890752755,2022,3.2,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% Hispanic: 48%, % Bachelor Plus: 15%, Avg Household Size: 3.2",San Francisco,Alameda County
94602,0.8285926905903754,126412,31104,0.18354552469135801,0.18068415637860083,0.0739615322450299,0.4542181069958848,0.15406378600823045,0.1817772633744856,0.395801183127572,2022,2.56,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Black: 15%, % Bachelor Plus: 40%, Avg Household Size: 2.6",San Francisco,Alameda County
94603,0.6450728201248345,64656,37042,0.08436369526483452,0.2690189514605043,0.13472320505143978,0.09154473300577723,0.26963986825765346,0.6018843474974354,0.10938934182819503,2022,3.47,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% Bachelor Plus: 11%, % Hispanic: 60%, Avg Household Size: 3.5",San Francisco,Alameda County
94605,0.7558270565209655,90685,44477,0.15882366166782833,0.19666344402725003,0.13122335265853052,0.20406052566495042,0.41841850844256584,0.2418553409627448,0.28722710614474894,2022,2.63,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% White: 20%, % Black: 42%, Median Income: $90,685",San Francisco,Alameda County
94606,0.7402498088197808,71442,38459,0.1343248654411191,0.16542291791258223,0.16671042957672513,0.24579422241867963,0.17051925427078188,0.216620296939598,0.3132946774487116,2022,2.43,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% White: 25%, % Black: 17%, Median Income: $71,442",San Francisco,Alameda County
94607,0.7323304479368015,77701,27019,0.1371257263407232,0.1511899034013102,0.19446206664925178,0.2899071024094156,0.2897960694326215,0.13394278100595877,0.33779932639994076,2022,2.22,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% Black: 29%, % White: 29%, Avg Household Size: 2.2",San Francisco,Alameda County
94608,0.855556973331632,114286,34083,0.09421119032948977,0.12501833758765366,0.1375489878303916,0.421001672387994,0.23020274036909896,0.11451456737963207,0.48358419153243554,2022,2.16,EMERYVILLE,CA,"emeryville, california",Total,Census Place,622594,Emeryville,"Emeryville city, CA",6978,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.9259,1,"% Bachelor Plus: 48%, % Black: 23%, Avg Household Size: 2.2",San Francisco,Alameda County
94609,0.8247112947141113,107242,25175,0.10164846077457795,0.1466137040714995,0.1009946442234124,0.4404766633565045,0.22987090367428004,0.14156901688182721,0.4338033763654419,2022,2.32,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Black: 23%, Avg Household Size: 2.3, Poverty Rate: 10%",San Francisco,Alameda County
94610,0.878427903450019,128304,32404,0.15917787927416369,0.15587581780027157,0.08097758405977584,0.5514751265275892,0.14100111097395382,0.11112825577089248,0.5435748673003333,2022,2.02,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Bachelor Plus: 54%, Avg Household Size: 2.0, % Black: 14%",San Francisco,Alameda County
94611,0.8718675334778019,163837,39780,0.22388134741075918,0.1743086978381096,0.061199200869939054,0.6234539969834088,0.06716943187531423,0.059074912016088485,0.5325037707390649,2022,2.2,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Bachelor Plus: 53%, % Hispanic: 6%, % Black: 7%",San Francisco,Alameda County
94612,0.7367252170401777,76953,17742,0.2041483485514598,0.08612332318791568,0.2015960156205784,0.34246420922105736,0.27099537819862474,0.09908691241122759,0.4248675459361966,2022,1.69,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Hispanic: 10%, % Black: 27%, Avg Household Size: 1.7",San Francisco,Alameda County
94618,0.8896959913909066,202297,17285,0.20364477870986405,0.18623083598495804,0.04854368932038835,0.695111368238357,0.03691061614116286,0.08417703210876483,0.5637257737923055,2022,2.28,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,1,"% Bachelor Plus: 56%, % Hispanic: 8%, Avg Household Size: 2.3",San Francisco,Alameda County
94619,0.8099989606070055,130876,27018,0.1663335554075061,0.2215559997039011,0.0500416067781224,0.3831149603967725,0.17573469538825967,0.2071211784736102,0.3852616774002517,2022,2.74,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% Black: 18%, % Bachelor Plus: 39%, Poverty Rate: 5%",San Francisco,Alameda County
94621,0.6087558059096748,53509,34911,0.0791154650396723,0.2786514279167025,0.19917467463134506,0.09206267365586777,0.29727020136919596,0.565953424422102,0.08344074933402079,2022,3.39,OAKLAND,CA,"oakland, california",Total,Census Place,653000,Oakland,"Oakland city, CA",202366,R,Any Technology,1.0,1.0,1.0,1.0,0.9998,0.9207,0,"% Hispanic: 57%, % Bachelor Plus: 8%, Avg Household Size: 3.4",San Francisco,Alameda County
94702,0.8552773290253096,98873,17473,0.16928976134607682,0.19653179190751446,0.11371352937791333,0.49836891203571226,0.18731757568820465,0.11217306701768442,0.43083614719853486,2022,2.34,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Black: 19%, Median Income: $98,873, Avg Household Size: 2.3",San Francisco,Alameda County
94703,0.8528600551624895,99901,20404,0.14997059400117624,0.13987453440501862,0.11889210823552522,0.5506763379729465,0.1252695549892178,0.14967653401293865,0.46667320133307194,2022,2.42,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Black: 13%, Median Income: $99,901, Poverty Rate: 12%",San Francisco,Alameda County
94704,0.833864639529181,51696,25711,0.05040644082299405,0.04535023919723076,0.4750630700562779,0.4279491268328731,0.04181089805919645,0.1356617790050951,0.2428921473299366,2022,2.49,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,0,"% Bachelor Plus: 24%, Median Income: $51,696, Poverty Rate: 48%",San Francisco,Alameda County
94705,0.856409378743796,157221,14508,0.24634684312103666,0.15632754342431762,0.090247146957922,0.7347670250896058,0.03722084367245657,0.0822304935208161,0.5363247863247863,2022,2.44,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Bachelor Plus: 54%, % Hispanic: 8%, % White: 73%",San Francisco,Alameda County
94706,0.8269396817565067,125410,20860,0.136816874400767,0.23926174496644295,0.08966557951613688,0.4741610738255034,0.04151486097794822,0.11768935762224353,0.49300095877277084,2022,2.53,ALBANY,CA,"albany, california",Total,Census Place,600674,Albany,"Albany city, CA",8224,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.919,1,"% Bachelor Plus: 49%, % Hispanic: 12%, Avg Household Size: 2.5",San Francisco,Alameda County
94707,0.9153786707882535,186579,12596,0.3130358844077485,0.18489996824388694,0.038060355123815594,0.7207049857097492,0.012384884090187362,0.04596697364242617,0.5712130835185774,2022,2.43,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Bachelor Plus: 57%, % Hispanic: 5%, % White: 72%",San Francisco,Alameda County
94708,0.9289016068677086,218950,11810,0.26392887383573244,0.17307366638441998,0.057255170056400614,0.7835732430143946,0.01625740897544454,0.04470787468247248,0.5650296359017781,2022,2.58,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Bachelor Plus: 57%, % Hispanic: 4%, % White: 78%",San Francisco,Alameda County
94709,0.82627765064836,84965,12200,0.15172131147540985,0.0719672131147541,0.1960962324103495,0.5491803278688525,0.04122950819672131,0.10286885245901639,0.49418032786885246,2022,2.06,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Bachelor Plus: 49%, % Hispanic: 10%, Avg Household Size: 2.1",San Francisco,Alameda County
94710,0.8751737559077009,116313,8471,0.15015936725298076,0.15027741707000355,0.09286053130929792,0.4684216739464054,0.11745956793766969,0.2102467241175776,0.44976980285680557,2022,2.3,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,1,"% Black: 12%, Avg Household Size: 2.3, % Bachelor Plus: 45%",San Francisco,Alameda County
94720,0.7741935483870968,74861,5322,0.006388575723412251,0.047538519353626456,0.19887955182072828,0.3945885005636979,0.06388575723412251,0.22491544532130778,0.05787298008267568,2022,2.28,BERKELEY,CA,"berkeley, california",Total,Census Place,606000,Berkeley,"Berkeley city, CA",61257,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.8991,0,"% Bachelor Plus: 6%, Avg Household Size: 2.3, % Black: 6%",San Francisco,Alameda County
94801,0.6954374876555401,72268,32759,0.12060807716963277,0.2529686498366861,0.18263161120303978,0.1681675264812723,0.13501633138984706,0.6474861870020452,0.11389236545682102,2022,3.2,RICHMOND,CA,"richmond, california",Total,Census Place,660620,Richmond,"Richmond city, CA",42310,R,Any Technology,1.0,1.0,1.0,1.0,0.9972,0.8017,0,"% Bachelor Plus: 11%, % Hispanic: 65%, Avg Household Size: 3.2",San Francisco,Contra Costa County
94804,0.7450341700197994,79659,44387,0.13127717574965644,0.22758915898799198,0.16271894001270532,0.2345731858427017,0.21862256967130014,0.44069209453218283,0.20415887534638522,2022,2.81,RICHMOND,CA,"richmond, california",Total,Census Place,660620,Richmond,"Richmond city, CA",42310,R,Any Technology,1.0,1.0,1.0,1.0,0.9972,0.8017,0,"% Bachelor Plus: 20%, % Hispanic: 44%, % Black: 22%",San Francisco,Contra Costa County
94805,0.8307164771701859,101932,14790,0.16247464503042597,0.18512508451656526,0.03838862559241706,0.40425963488843814,0.10453008789722786,0.32109533468559837,0.30622041920216364,2022,2.66,RICHMOND,CA,"richmond, california",Total,Census Place,660620,Richmond,"Richmond city, CA",42310,R,Any Technology,1.0,1.0,1.0,1.0,0.9972,0.8017,0,"% Hispanic: 32%, % Black: 10%, Median Income: $101,932",San Francisco,Contra Costa County
94806,0.7358906525573192,82274,63730,0.12538835713164914,0.2303781578534442,0.11235595902124056,0.2100580574297819,0.134096971598933,0.4878863957319943,0.14911344735603327,2022,3.06,SAN PABLO,CA,"san pablo, california",Total,Census Place,668294,San Pablo,"San Pablo city, CA",10418,R,Any Technology,1.0,1.0,1.0,1.0,0.9994,0.8363,0,"% Hispanic: 49%, % Bachelor Plus: 15%, Avg Household Size: 3.1",San Francisco,Contra Costa County
94901,0.8372540221780655,113294,40927,0.19258680088938843,0.20367972243262394,0.09564523767978662,0.6147042294817602,0.009138221711828378,0.3661397121704498,0.316759107679527,2022,2.54,SAN RAFAEL,CA,"san rafael, california",Total,Census Place,668364,San Rafael,"San Rafael city, CA",27864,R,Any Technology,1.0,1.0,1.0,1.0,0.9948,0.5731,1,"% Hispanic: 37%, % Black: 1%, Avg Household Size: 2.5",San Francisco,Marin County
94903,0.8269418264543387,131172,31582,0.25622189854980687,0.1597112279146349,0.06386873243119566,0.6893800265974289,0.02992210752960547,0.18649863846494838,0.3712557786080679,2022,2.44,SAN RAFAEL,CA,"san rafael, california",Total,Census Place,668364,San Rafael,"San Rafael city, CA",27864,R,Any Technology,1.0,1.0,1.0,1.0,0.9948,0.5731,1,"% White: 69%, Avg Household Size: 2.4, % Under 18: 16%",San Francisco,Marin County
94925,0.9361173253790703,210560,10155,0.17872968980797638,0.25416051206302315,0.037321516494337764,0.7801083210241261,0.014377154111275233,0.08990645002461842,0.4395864106351551,2022,2.52,CORTE MADERA,CA,"corte madera, california",Total,Census Place,616462,Corte Madera,"Corte Madera town, CA",4641,R,Any Technology,1.0,1.0,1.0,1.0,0.9996,0.4667,1,"% Hispanic: 9%, % White: 78%, % Bachelor Plus: 44%",San Francisco,Marin County
94928,0.8215987294865008,93282,46231,0.13570980510912592,0.1926413012913413,0.09800735675761063,0.6229369903311631,0.04066535441586814,0.30966234777530227,0.1876879150353659,2022,2.61,ROHNERT PARK,CA,"rohnert park, california",Total,Census Place,662546,Rohnert Park,"Rohnert Park city, CA",21001,R,Any Technology,1.0,1.0,1.0,1.0,0.9897,0.5343,0,"% Bachelor Plus: 19%, % Hispanic: 31%, Median Income: $93,282",San Francisco,Sonoma County
94930,0.9043311403508771,129839,8748,0.20644718792866942,0.18106995884773663,0.08761467889908257,0.8616826703246456,0.012574302697759488,0.07498856881572931,0.4588477366255144,2022,2.39,FAIRFAX,CA,"fairfax, california",Total,Census Place,623158,Fairfax,"Fairfax CDP, CA",618,R,Any Technology,1.0,1.0,1.0,1.0,0.9466,0.0032,1,"% Hispanic: 7%, Avg Household Size: 2.4, % White: 86%",San Francisco,Marin County
94931,0.8152260111022998,98475,8945,0.17395192845164897,0.17417551704863052,0.0705408128988915,0.7730575740637228,0.007602012297372834,0.17920626048071547,0.2533258803801006,2022,2.36,COTATI,CA,"cotati, california",Total,Census Place,616560,Cotati,"Cotati city, CA",3875,R,Any Technology,1.0,1.0,1.0,1.0,0.9959,0.585,1,"% Bachelor Plus: 25%, Avg Household Size: 2.4, Median Income: $98,475",San Francisco,Sonoma County
94939,0.9364896073903002,156250,7488,0.20379273504273504,0.19751602564102563,0.06931089743589744,0.8072916666666666,0.004407051282051282,0.052751068376068376,0.499599358974359,2022,2.15,LARKSPUR,CA,"larkspur, california",Total,Census Place,640438,Larkspur,"Larkspur city, CA",7452,R,Any Technology,1.0,1.0,1.0,1.0,0.9995,0.4008,1,"% Bachelor Plus: 50%, % Hispanic: 5%, Avg Household Size: 2.1",San Francisco,Marin County
94941,0.8858572812399096,206580,32190,0.1988816402609506,0.2372475924200062,0.05456940349996864,0.8299161230195713,0.012612612612612612,0.06408822615719167,0.47222739981360673,2022,2.57,MILL VALLEY,CA,"mill valley, california",Total,Census Place,647710,Mill Valley,"Mill Valley city, CA",7464,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.6561,1,"% Hispanic: 6%, Median Income: $206,580, % White: 83%",San Francisco,Marin County
94945,0.82,115000,17309,0.2672598070368017,0.18967011381362298,0.066813466998899,0.7383442139927205,0.02975330752787567,0.17742215032641978,0.3545554335894621,2022,2.36,NOVATO,CA,"novato, california",Total,Census Place,652582,Novato,"Novato city, CA",25315,R,Any Technology,1.0,1.0,1.0,1.0,0.9944,0.7643,1,"Avg Household Size: 2.4, % White: 74%, % Hispanic: 18%",San Francisco,Marin County
94947,0.8261625380269448,121338,25183,0.24298137632529881,0.19433744986697377,0.09585647500699244,0.698566493269269,0.029424611841321526,0.22606520271611802,0.3128300837866815,2022,2.68,NOVATO,CA,"novato, california",Total,Census Place,652582,Novato,"Novato city, CA",25315,R,Any Technology,1.0,1.0,1.0,1.0,0.9944,0.7643,1,"% White: 70%, Poverty Rate: 10%, % Seniors: 24%",San Francisco,Marin County
94949,0.8143810431703663,112068,18545,0.2509032084119709,0.2014559180372068,0.07145168248490077,0.6381774063089781,0.05262874090051227,0.20776489619843624,0.3322728498247506,2022,2.5,NOVATO,CA,"novato, california",Total,Census Place,652582,Novato,"Novato city, CA",25315,R,Any Technology,1.0,1.0,1.0,1.0,0.9944,0.7643,1,"% White: 64%, Avg Household Size: 2.5, % Seniors: 25%",San Francisco,Marin County
94952,0.8112931538911644,110739,33519,0.197499925415436,0.20331752140576986,0.06051051961438186,0.7860914705092634,0.008293803514424655,0.1758107342104478,0.32521853277245744,2022,2.4,PETALUMA,CA,"petaluma, california",Total,Census Place,656784,Petaluma,"Petaluma city, CA",28081,R,Any Technology,1.0,1.0,1.0,1.0,0.987,0.6639,1,"Avg Household Size: 2.4, % White: 79%, % Hispanic: 18%",San Francisco,Sonoma County
94954,0.834964937860168,108630,38201,0.1923248082510929,0.19431428496636213,0.05673982841202169,0.735687547446402,0.015444621868537473,0.20837150859925133,0.2513023219287453,2022,2.64,PETALUMA,CA,"petaluma, california",Total,Census Place,656784,Petaluma,"Petaluma city, CA",28081,R,Any Technology,1.0,1.0,1.0,1.0,0.987,0.6639,1,"% Bachelor Plus: 25%, % White: 74%, % Black: 2%",San Francisco,Sonoma County
94957,0.9592696629213483,250001,2081,0.19942335415665546,0.2873618452666987,0.03652090341182124,0.8673714560307545,0.010091302258529554,0.04997597308986065,0.47525228255646323,2022,2.8,ROSS,CA,"ross, california",Total,Census Place,662980,Ross,"Ross town, CA",1286,R,Any Technology,1.0,1.0,1.0,1.0,0.9992,0.3507,1,"% Bachelor Plus: 48%, % Hispanic: 5%, % White: 87%",San Francisco,Marin County
94960,0.8970083374203041,172675,16028,0.19110306962815074,0.24307461941602196,0.039735099337748346,0.84421013226853,0.013476416271524832,0.070439231345146,0.4392937359620664,2022,2.59,SAN ANSELMO,CA,"san anselmo, california",Total,Census Place,664434,San Anselmo,"San Anselmo town, CA",5919,R,Any Technology,1.0,1.0,1.0,1.0,0.9971,0.6444,1,"% Hispanic: 7%, % White: 84%, % Bachelor Plus: 44%",San Francisco,Marin County
94965,0.8392827767724955,136098,12044,0.27540684158087014,0.12844569910328796,0.08486930294906166,0.7358020591165726,0.07223513782796413,0.09481899701095982,0.48837595483228163,2022,1.95,SAUSALITO,CA,"sausalito, california",Total,Census Place,670364,Sausalito,"Sausalito city, CA",5430,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.5569,1,"% Bachelor Plus: 49%, % Hispanic: 9%, % Black: 7%",San Francisco,Marin County
